Id,Title,Body,Score,Tags,AnswerId,AnswerBody,AnswerScore,combined_text
27220,How to convert std::string to LPCWSTR in C++ (Unicode),"I'm looking for a method, or a code snippet for converting std::string to LPCWSTR",72,c++,27296.0,"Thanks for the link to the MSDN article. This is exactly what I was looking for. std::wstring s2ws(const std::string& s) { int len; int slength = (int)s.length() + 1; len = MultiByteToWideChar(CP_ACP, 0, s.c_str(), slength, 0, 0); wchar_t* buf = new wchar_t[len]; MultiByteToWideChar(CP_ACP, 0, s.c_str(), slength, buf, len); std::wstring r(buf); delete[] buf; return r; } std::wstring stemp = s2ws(myString); LPCWSTR result = stemp.c_str();",82.0,"How to convert std::string to LPCWSTR in C++ (Unicode) How to convert std::string to LPCWSTR in C++ (Unicode) How to convert std::string to LPCWSTR in C++ (Unicode) I'm looking for a method, or a code snippet for converting std::string to LPCWSTR"
27240,Why aren't Enumerations Iterable?,"In Java 5 and above you have the foreach loop, which works magically on anything that implements Iterable : for (Object o : list) { doStuff(o); } However, Enumerable still does not implement Iterable , meaning that to iterate over an Enumeration you must do the following: for(; e.hasMoreElements() ;) { doStuff(e.nextElement()); } Does anyone know if there is a reason why Enumeration still does not implement Iterable ? Edit: As a clarification, I'm not talking about the language concept of an enum , I'm talking a Java-specific class in the Java API called ' Enumeration '.",53,java,46674.0,"As an easy and clean way of using an Enumeration with the enhanced for loop, convert to an ArrayList with java.util.Collections.list. for (TableColumn col : Collections.list(columnModel.getColumns()) { (javax.swing.table.TableColumnModel.getColumns returns Enumeration.) Note, this may be very slightly less efficient.",66.0,"Why aren't Enumerations Iterable? Why aren't Enumerations Iterable? Why aren't Enumerations Iterable? In Java 5 and above you have the foreach loop, which works magically on anything that implements Iterable : for (Object o : list) { doStuff(o); } However, Enumerable still does not implement Iterable , meaning that to iterate over an Enumeration you must do the following: for(; e.hasMoreElements() ;) { doStuff(e.nextElement()); } Does anyone know if there is a reason why Enumeration still does not implement Iterable ? Edit: As a clarification, I'm not talking about the language concept of an enum , I'm talking a Java-specific class in the Java API called ' Enumeration '."
27570,"Find number of files with a specific extension, in all subdirectories","Is there a way to find the number of files of a specific type without having to loop through all results inn a Directory.GetFiles() or similar method? I am looking for something like this: int ComponentCount = MagicFindFileCount(@""c:\windows\system32"", ""*.dll""); I know that I can make a recursive function to call Directory.GetFiles , but it would be much cleaner if I could do this without all the iterating. EDIT: If it is not possible to do this without recursing and iterating yourself, what would be the best way to do it?",16,c#,27584.0,"You should use the Directory.GetFiles(path, searchPattern, SearchOption) overload of Directory.GetFiles(). Path specifies the path, searchPattern specifies your wildcards (e.g., *, *.format) and SearchOption provides the option to include subdirectories. The Length property of the return array of this search will provide the proper file count for your particular search pattern and option: string[] files = directory.GetFiles(@""c:\windows\system32"", ""*.dll"", SearchOption.AllDirectories); return files.Length; EDIT: Alternatively you can use Directory.EnumerateFiles method return Directory.EnumerateFiles(@""c:\windows\system32"", ""*.dll"", SearchOption.AllDirectories).Count();",26.0,"Find number of files with a specific extension, in all subdirectories Find number of files with a specific extension, in all subdirectories Find number of files with a specific extension, in all subdirectories Is there a way to find the number of files of a specific type without having to loop through all results inn a Directory.GetFiles() or similar method? I am looking for something like this: int ComponentCount = MagicFindFileCount(@""c:\windows\system32"", ""*.dll""); I know that I can make a recursive function to call Directory.GetFiles , but it would be much cleaner if I could do this without all the iterating. EDIT: If it is not possible to do this without recursing and iterating yourself, what would be the best way to do it?"
27610,How to add (simple) tracing in C#?,"I want to introduce some tracing to a C# application I am writing. Sadly, I can never really remember how it works and would like a tutorial with reference qualities to check up on every now and then. It should include: App.config / Web.config stuff to add for registering TraceListeners how to set it up in the calling application Do you know the uber tutorial that we should link to? EDIT: Glenn Slaven pointed me in the right direction. Add this to your App.config/Web.config inside <configuration/> : <system.diagnostics> <trace autoflush=""true""> <listeners> <add type=""System.Diagnostics.TextWriterTraceListener"" name=""TextWriter"" initializeData=""trace.log"" /> </listeners> </trace> </system.diagnostics> This will add a TextWriterTraceListener that will catch everything you send to with Trace.WriteLine etc. EDIT: @DanEsparza pointed out that you should use Trace.TraceInformation , Trace.TraceWarning and Trace.TraceError instead of Trace.WriteLine , as they allow you to format messages the same way as string.Format . Tip: If you don't add any listeners, then you can still see the trace output with the SysInternals program DebugView ( Dbgview.exe ): http://technet.microsoft.com/en-us/sysinternals/bb896647.aspx",112,c#,1497347.0,"I wrote a short article on using the Trace Listener - maybe it will be of some help, especially for beginners - http://www.daveoncsharp.com/2009/09/create-a-logger-using-the-trace-listener-in-csharp/",14.0,"How to add (simple) tracing in C#? How to add (simple) tracing in C#? How to add (simple) tracing in C#? I want to introduce some tracing to a C# application I am writing. Sadly, I can never really remember how it works and would like a tutorial with reference qualities to check up on every now and then. It should include: App.config / Web.config stuff to add for registering TraceListeners how to set it up in the calling application Do you know the uber tutorial that we should link to? EDIT: Glenn Slaven pointed me in the right direction. Add this to your App.config/Web.config inside <configuration/> : <system.diagnostics> <trace autoflush=""true""> <listeners> <add type=""System.Diagnostics.TextWriterTraceListener"" name=""TextWriter"" initializeData=""trace.log"" /> </listeners> </trace> </system.diagnostics> This will add a TextWriterTraceListener that will catch everything you send to with Trace.WriteLine etc. EDIT: @DanEsparza pointed out that you should use Trace.TraceInformation , Trace.TraceWarning and Trace.TraceError instead of Trace.WriteLine , as they allow you to format messages the same way as string.Format . Tip: If you don't add any listeners, then you can still see the trace output with the SysInternals program DebugView ( Dbgview.exe ): http://technet.microsoft.com/en-us/sysinternals/bb896647.aspx"
28080,How bad is dynamic casting?,"We often hear/read that one should avoid dynamic casting. I was wondering what would be 'good use' examples of it, according to you? Edit: Yes, I'm aware of that other thread : it is indeed when reading one of the first answers there that I asked my question!",20,c++,303312.0,"This recent thread gives an example of where it comes in handy. There is a base Shape class and classes Circle and Rectangle derived from it. In testing for equality, it is obvious that a Circle cannot be equal to a Rectangle and it would be a disaster to try to compare them. While iterating through a collection of pointers to Shapes, dynamic_cast does double duty, telling you if the shapes are comparable and giving you the proper objects to do the comparison on. http://stackoverflow.com/questions/301959/vector-iterator-not-dereferencable",9.0,"How bad is dynamic casting? How bad is dynamic casting? How bad is dynamic casting? We often hear/read that one should avoid dynamic casting. I was wondering what would be 'good use' examples of it, according to you? Edit: Yes, I'm aware of that other thread : it is indeed when reading one of the first answers there that I asked my question!"
28160,Multiple classes in a header file vs. a single header file per class,"For whatever reason, our company has a coding guideline that states: Each class shall have it's own header and implementation file. So if we wrote a class called MyString we would need an associated MyStringh.h and MyString.cxx . Does anyone else do this? Has anyone seen any compiling performance repercussions as a result? Does 5000 classes in 10000 files compile just as quickly as 5000 classes in 2500 files? If not, is the difference noticeable? [We code C++ and use GCC 3.4.4 as our everyday compiler]",44,c++,105329.0,"Overwhelmed by thousands lines of code? Having one set of header/source files per class in a directory can seem overkill. And if the number of classes goes toward 100 or 1000, it can even be frightening. But having played with sources following the philosophy ""let's put together everything"", the conclusion is that only the one who wrote the file has any hope to not be lost inside. Even with an IDE, it is easy to miss things because when you're playing with a source of 20,000 lines, you just close your mind for anything not exactly refering to your problem. Real life example: the class hierarchy defined in those thousand lines sources closed itself into a diamond-inheritance, and some methods were overridden in child classes by methods with exactly the same code. This was easily overlooked (who wants to explore/check a 20,000 lines source code?), and when the original method was changed (bug correction), the effect was not as universal as excepted. Dependancies becoming circular? I had this problem with templated code, but I saw similar problems with regular C++ and C code. Breaking down your sources into 1 header per struct/class lets you: Speed up compilation because you can use symbol forward-declaration instead of including whole objects Have circular dependencies between classes (Â§) (i.e. class A has a pointer to B, and B has a pointer to A) In source-controlled code, class dependencies could lead to regular moving of classes up and down the file, just to make the header compile. You don't want to study the evolution of such moves when comparing the same file in different versions. Having separate headers makes the code more modular, faster to compile, and makes it easier to study its evolution through different versions diffs For my template program, I had to divide my headers into two files: The .HPP file containing the template class declaration/definition, and the .INL file containing the definitions of the said class methods. Putting all this code inside one and only one unique header would mean putting class definitions at the begining of this file, and the method definitions at the end. And then, if someone needed only a small part of the code, with the one-header-only solution, they still would have to pay for the slower compilation. (Â§) Note that you can have circular dependencies between classes if you know which class owns which. This is a discussion about classes having knowledge of the existence of other classes, not shared_ptr circular dependencies antipattern. One last word: Headers should be self-sufficients One thing, though, that must be respected by a solution of multiple headers and multiple sources. When you include one header, no matter which header, your source must compile cleanly. Each header should be self-sufficient. You're supposed to develop code, not treasure-hunting by greping your 10,000+ source files project to find which header defines the symbol in the 1,000 lines header you need to include just because of one enum. This means that either each header defines or forward-declare all the symbols it uses, or include all the needed headers (and only the needed headers).",49.0,"Multiple classes in a header file vs. a single header file per class Multiple classes in a header file vs. a single header file per class Multiple classes in a header file vs. a single header file per class For whatever reason, our company has a coding guideline that states: Each class shall have it's own header and implementation file. So if we wrote a class called MyString we would need an associated MyStringh.h and MyString.cxx . Does anyone else do this? Has anyone seen any compiling performance repercussions as a result? Does 5000 classes in 10000 files compile just as quickly as 5000 classes in 2500 files? If not, is the difference noticeable? [We code C++ and use GCC 3.4.4 as our everyday compiler]"
30080,How to know if a line intersects a plane in C#? - Basic 2D geometry,"my school maths are very rusty and I think this is a good opportunity to take advance of this community :D I have two points (a line) and a rectangle, I would like to know how to calculate if the line intersects the rectangle, my first approach had so many ""if"" statements that the compiler sent me a link to this site. Thanks for your time!",32,c#,30109.0,"From my ""Geometry"" class: public struct Line { public static Line Empty; private PointF p1; private PointF p2; public Line(PointF p1, PointF p2) { this.p1 = p1; this.p2 = p2; } public PointF P1 { get { return p1; } set { p1 = value; } } public PointF P2 { get { return p2; } set { p2 = value; } } public float X1 { get { return p1.X; } set { p1.X = value; } } public float X2 { get { return p2.X; } set { p2.X = value; } } public float Y1 { get { return p1.Y; } set { p1.Y = value; } } public float Y2 { get { return p2.Y; } set { p2.Y = value; } } } public struct Polygon: IEnumerable<PointF> { private PointF[] points; public Polygon(PointF[] points) { this.points = points; } public PointF[] Points { get { return points; } set { points = value; } } public int Length { get { return points.Length; } } public PointF this[int index] { get { return points[index]; } set { points[index] = value; } } public static implicit operator PointF[](Polygon polygon) { return polygon.points; } public static implicit operator Polygon(PointF[] points) { return new Polygon(points); } IEnumerator<PointF> IEnumerable<PointF>.GetEnumerator() { return (IEnumerator<PointF>)points.GetEnumerator(); } public IEnumerator GetEnumerator() { return points.GetEnumerator(); } } public enum Intersection { None, Tangent, Intersection, Containment } public static class Geometry { public static Intersection IntersectionOf(Line line, Polygon polygon) { if (polygon.Length == 0) { return Intersection.None; } if (polygon.Length == 1) { return IntersectionOf(polygon[0], line); } bool tangent = false; for (int index = 0; index < polygon.Length; index++) { int index2 = (index + 1)%polygon.Length; Intersection intersection = IntersectionOf(line, new Line(polygon[index], polygon[index2])); if (intersection == Intersection.Intersection) { return intersection; } if (intersection == Intersection.Tangent) { tangent = true; } } return tangent ? Intersection.Tangent : IntersectionOf(line.P1, polygon); } public static Intersection IntersectionOf(PointF point, Polygon polygon) { switch (polygon.Length) { case 0: return Intersection.None; case 1: if (polygon[0].X == point.X && polygon[0].Y == point.Y) { return Intersection.Tangent; } else { return Intersection.None; } case 2: return IntersectionOf(point, new Line(polygon[0], polygon[1])); } int counter = 0; int i; PointF p1; int n = polygon.Length; p1 = polygon[0]; if (point == p1) { return Intersection.Tangent; } for (i = 1; i <= n; i++) { PointF p2 = polygon[i % n]; if (point == p2) { return Intersection.Tangent; } if (point.Y > Math.Min(p1.Y, p2.Y)) { if (point.Y <= Math.Max(p1.Y, p2.Y)) { if (point.X <= Math.Max(p1.X, p2.X)) { if (p1.Y != p2.Y) { double xinters = (point.Y - p1.Y) * (p2.X - p1.X) / (p2.Y - p1.Y) + p1.X; if (p1.X == p2.X || point.X <= xinters) counter++; } } } } p1 = p2; } return (counter % 2 == 1) ? Intersection.Containment : Intersection.None; } public static Intersection IntersectionOf(PointF point, Line line) { float bottomY = Math.Min(line.Y1, line.Y2); float topY = Math.Max(line.Y1, line.Y2); bool heightIsRight = point.Y >= bottomY && point.Y <= topY; //Vertical line, slope is divideByZero error! if (line.X1 == line.X2) { if (point.X == line.X1 && heightIsRight) { return Intersection.Tangent; } else { return Intersection.None; } } float slope = (line.X2 - line.X1)/(line.Y2 - line.Y1); bool onLine = (line.Y1 - point.Y) == (slope*(line.X1 - point.X)); if (onLine && heightIsRight) { return Intersection.Tangent; } else { return Intersection.None; } } }",19.0,"How to know if a line intersects a plane in C#? - Basic 2D geometry How to know if a line intersects a plane in C#? - Basic 2D geometry How to know if a line intersects a plane in C#? - Basic 2D geometry my school maths are very rusty and I think this is a good opportunity to take advance of this community :D I have two points (a line) and a rectangle, I would like to know how to calculate if the line intersects the rectangle, my first approach had so many ""if"" statements that the compiler sent me a link to this site. Thanks for your time!"
31320,Profile a rails controller action,"What is the best way to profile a controller action in Ruby on Rails. Currently I am using the brute-force method of throwing in puts Time.now calls between what I think will be a bottleneck. But that feels really, really dirty. There has got to be a better way.",28,ruby,9042581.0,"I picked up this technique a while back and have found it quite handy. When it's in place, you can add ?profile=true to any URL that hits a controller. Your action will run as usual, but instead of delivering the rendered page to the browser, it'll send a detailed, nicely formatted ruby-prof page that shows where your action spent its time. First, add ruby-prof to your Gemfile, probably in the development group: group :development do gem ""ruby-prof"" end Then add an around filter to your ApplicationController: around_filter :profile if Rails.env == 'development' def profile if params[:profile] && result = RubyProf.profile { yield } out = StringIO.new RubyProf::GraphHtmlPrinter.new(result).print out, :min_percent => 0 self.response_body = out.string else yield end end Reading the ruby-prof output is a bit of an art, but I'll leave that as an exercise. Additional note by ScottJShea: If you want to change the measurement type place this: RubyProf.measure_mode = RubyProf::GC_TIME #example Before the if in the profile method of the application controller. You can find a list of the available measurements at the ruby-prof page . As of this writing the memory and allocations data streams seem to be corrupted ( see defect ).",38.0,"Profile a rails controller action Profile a rails controller action Profile a rails controller action What is the best way to profile a controller action in Ruby on Rails. Currently I am using the brute-force method of throwing in puts Time.now calls between what I think will be a bottleneck. But that feels really, really dirty. There has got to be a better way."
31340,"How do threads work in Python, and what are common Python-threading specific pitfalls?","I've been trying to wrap my head around how threads work in Python, and it's hard to find good information on how they operate. I may just be missing a link or something, but it seems like the official documentation isn't very thorough on the subject, and I haven't been able to find a good write-up. From what I can tell, only one thread can be running at once, and the active thread switches every 10 instructions or so? Where is there a good explanation, or can you provide one? It would also be very nice to be aware of common problems that you run into while using threads with Python.",71,python,31398.0,"Yes, because of the Global Interpreter Lock (GIL) there can only run one thread at a time. Here are some links with some insights about this: http://www.artima.com/weblogs/viewpost.jsp?thread=214235 http://smoothspan.wordpress.com/2007/09/14/guido-is-right-to-leave-the-gil-in-python-not-for-multicore-but-for-utility-computing/ From the last link an interesting quote: Let me explain what all that means. Threads run inside the same virtual machine, and hence run on the same physical machine. Processes can run on the same physical machine or in another physical machine. If you architect your application around threads, youâve done nothing to access multiple machines. So, you can scale to as many cores are on the single machine (which will be quite a few over time), but to really reach web scales, youâll need to solve the multiple machine problem anyway. If you want to use multi core, pyprocessing defines an process based API to do real parallelization. The PEP also includes some interesting benchmarks.",41.0,"How do threads work in Python, and what are common Python-threading specific pitfalls? How do threads work in Python, and what are common Python-threading specific pitfalls? How do threads work in Python, and what are common Python-threading specific pitfalls? I've been trying to wrap my head around how threads work in Python, and it's hard to find good information on how they operate. I may just be missing a link or something, but it seems like the official documentation isn't very thorough on the subject, and I haven't been able to find a good write-up. From what I can tell, only one thread can be running at once, and the active thread switches every 10 instructions or so? Where is there a good explanation, or can you provide one? It would also be very nice to be aware of common problems that you run into while using threads with Python."
31840,Java Logging vs Log4J,Is it still worth to add the log4j library to a Java 5 project just to log let's say some exceptions to a file with some nice rollover settings. Or will the standard util.logging facility do the job as well? What do you think?,104,java,31852.0,"I'd say you're probably fine with util.logging for the needs you describe. For a good decision tree, have a look at Log4j vs java.util.logging Question One : Do you anticipate a need for any of the clever handlers that Log4j has that JUL does not have, such as the SMTPHandler, NTEventLogHandler, or any of the very convenient FileHandlers? Question Two : Do you see yourself wanting to frequently switch the format of your logging output? Will you need an easy, flexible way to do so? In other words, do you need Log4j's PatternLayout? Question Three : Do you anticipate a definite need for the ability to change complex logging configurations in your applications, after they are compiled and deployed in a production environment? Does your configuration sound something like, ""Severe messages from this class get sent via e-mail to the support guy; severe messages from a subset of classes get logged to a syslog deamon on our server; warning messages from another subset of classes get logged to a file on network drive A; and then all messages from everywhere get logged to a file on network drive B""? And do you see yourself tweaking it every couple of days? If you can answer yes to any of the above questions, go with Log4j. If you answer a definite no to all of them, JUL will be more than adequate and it's conveniently already included in the SDK. That said, pretty much every project these days seems to wind up including log4j, if only because some other library uses it.",89.0,Java Logging vs Log4J Java Logging vs Log4J Java Logging vs Log4J Is it still worth to add the log4j library to a Java 5 project just to log let's say some exceptions to a file with some nice rollover settings. Or will the standard util.logging facility do the job as well? What do you think?
32260,Sending email in .NET through Gmail,"Instead of relying on my host to send email, I was thinking of sending the messages though my Gmail account. The emails are personalized emails to the bands I play on my show. Is it possible to do?",594,c#,32336.0,"Be sure to use System.Net.Mail , not the deprecated System.Web.Mail . Doing SSL with System.Web.Mail is a gross mess of hacky extensions. using System.Net; using System.Net.Mail; var fromAddress = new MailAddress(""from@gmail.com"", ""From Name""); var toAddress = new MailAddress(""to@example.com"", ""To Name""); const string fromPassword = ""fromPassword""; const string subject = ""Subject""; const string body = ""Body""; var smtp = new SmtpClient { Host = ""smtp.gmail.com"", Port = 587, EnableSsl = true, DeliveryMethod = SmtpDeliveryMethod.Network, UseDefaultCredentials = false, Credentials = new NetworkCredential(fromAddress.Address, fromPassword) }; using (var message = new MailMessage(fromAddress, toAddress) { Subject = subject, Body = body }) { smtp.Send(message); }",782.0,"Sending email in .NET through Gmail Sending email in .NET through Gmail Sending email in .NET through Gmail Instead of relying on my host to send email, I was thinking of sending the messages though my Gmail account. The emails are personalized emails to the bands I play on my show. Is it possible to do?"
32540,"Alternative ""architectural"" approaches to javaScript client code?","How is your javaScript code organized? Does it follow patterns like MVC, or something else? I've been working on a side project for some time now, and the further I get, the more my webpage has turned into a full-featured application. Right now, I'm sticking with jQuery , however, the logic on the page is growing to a point where some organization, or dare I say it, ""architecture"" is needed. My first approach is ""MVC-ish"": The 'model' is a JSON tree that gets extended with helpers The view is the DOM plus classes that tweak it The controller is the object where I connect events handling and kick off view or model manipulation I'm very interested, however, in how other people have built more substantial javaScript apps. I'm not interested in GWT, or other server-oriented approaches... just in the approach of ""javaScript + <generic web service-y thingy here>"" Note: earlier I said javaScript ""is not really OO, not really functional"". This, I think, distracted everyone. Let's put it this way, because javaScript is unique in many ways, and I'm coming from a strongly-typed background, I don't want to force paradigms I know but were developed in very different languages.",16,javascript,32594.0,"..but Javascript has many facets that are OO. Consider this: var Vehicle = jQuery.Class.create({ init: function(name) { this.name = name; } }); var Car = Vehicle.extend({ fillGas: function(){ this.gas = 100; } }); I've used this technique to create page-level javascript classes that have their own state, this helps keep it contained (and I often identify areas that I can reuse and put into other classes). This is also especially useful when you have components/server controls that have their own script to execute, but when you might have multiple instances on the same page. This keeps the state separate.",6.0,"Alternative ""architectural"" approaches to javaScript client code? Alternative ""architectural"" approaches to javaScript client code? Alternative ""architectural"" approaches to javaScript client code? How is your javaScript code organized? Does it follow patterns like MVC, or something else? I've been working on a side project for some time now, and the further I get, the more my webpage has turned into a full-featured application. Right now, I'm sticking with jQuery , however, the logic on the page is growing to a point where some organization, or dare I say it, ""architecture"" is needed. My first approach is ""MVC-ish"": The 'model' is a JSON tree that gets extended with helpers The view is the DOM plus classes that tweak it The controller is the object where I connect events handling and kick off view or model manipulation I'm very interested, however, in how other people have built more substantial javaScript apps. I'm not interested in GWT, or other server-oriented approaches... just in the approach of ""javaScript + <generic web service-y thingy here>"" Note: earlier I said javaScript ""is not really OO, not really functional"". This, I think, distracted everyone. Let's put it this way, because javaScript is unique in many ways, and I'm coming from a strongly-typed background, I don't want to force paradigms I know but were developed in very different languages."
32790,Alternatives to System.exit(1),"For various reasons calling System.exit is frowned upon when writing Java Applications , so how can I notify the calling process that not everything is going according to plan? Edit: The 1 is a standin for any non-zero exit code.",16,java,33008.0,"The use of System.exit is frowned upon when the 'application' is really a sub-application (e.g. servlet, applet) of a larger Java application (server): in this case the System.exit could stop the JVM and hence also all other sub-applications. In this situation, throwing an appropriate exception, which could be caught and handled by the application framework/server is the best option. If the java application is really meant to be run as a standalone application, there is nothing wrong with using System.exit. in this case, setting an exit value is probably the easiest (and also most used) way of communicating failure or success to the parent process.",21.0,"Alternatives to System.exit(1) Alternatives to System.exit(1) Alternatives to System.exit(1) For various reasons calling System.exit is frowned upon when writing Java Applications , so how can I notify the calling process that not everything is going according to plan? Edit: The 1 is a standin for any non-zero exit code."
33080,Setting the height of a DIV dynamically,"In a web application, I have a page that contains a DIV that has an auto-width depending on the width of the browser window. I need an auto-height for the object. The DIV starts about 300px from the top screen, and it's height should make it stretch to the bottom of the browser screen. I have a max height for the container DIV, so there would have to be minimum-height for the div. I believe I can just restrict that in CSS, and use Javascript to handle the resizing of the DIV. My javascript isn't nearly as good as it should be. Is there an easy script I could write that would do this for me? Edit: The DIV houses a control that does it's own overflow handling (implements its own scroll bar).",18,javascript,33147.0,"Try this simple, specific function: function resizeElementHeight(element) { var height = 0; var body = window.document.body; if (window.innerHeight) { height = window.innerHeight; } else if (body.parentElement.clientHeight) { height = body.parentElement.clientHeight; } else if (body && body.clientHeight) { height = body.clientHeight; } element.style.height = ((height - element.offsetTop) + ""px""); } It does not depend on the current distance from the top of the body being specified (in case your 300px changes). EDIT: By the way, you would want to call this on that div every time the user changed the browser's size, so you would need to wire up the event handler for that, of course.",27.0,"Setting the height of a DIV dynamically Setting the height of a DIV dynamically Setting the height of a DIV dynamically In a web application, I have a page that contains a DIV that has an auto-width depending on the width of the browser window. I need an auto-height for the object. The DIV starts about 300px from the top screen, and it's height should make it stretch to the bottom of the browser screen. I have a max height for the container DIV, so there would have to be minimum-height for the div. I believe I can just restrict that in CSS, and use Javascript to handle the resizing of the DIV. My javascript isn't nearly as good as it should be. Is there an easy script I could write that would do this for me? Edit: The DIV houses a control that does it's own overflow handling (implements its own scroll bar)."
33860,Is it possible to call Javascript's onsubmit event programatically on a form?,"In Ruby on Rails, I'm attempting to update the innerHTML of a div tag using the form_remote_tag helper. This update happens whenever an associated select tag receives an onchange event. The problem is, <select onchange=""this.form.submit();""> ; doesn't work. Nor does document.forms[0].submit() . The only way to get the onsubmit code generated in the form_remote_tag to execute is to create a hidden submit button, and invoke the click method on the button from the select tag. Here's a working ERb partial example. <% form_remote_tag :url => product_path, :update => 'content', :method => 'get' do -%> <% content_tag :div, :id => 'content' do -%> <%= select_tag :update, options_for_select([[""foo"", 1], [""bar"", 2]]), :onchange => ""this.form.commit.click"" %> <%= submit_tag 'submit_button', :style => ""display: none"" %> <% end %> <% end %> What I want to do is something like this, but it doesn't work. <% form_remote_tag :url => product_path, :update => 'content', :method => 'get' do -%> <% content_tag :div, :id => 'content' do -%> # the following line does not work <%= select_tag :update, options_for_select([[""foo"", 1], [""bar"", 2]]), :onchange => ""this.form.onsubmit()"" %> <% end %> <% end %> So, is there any way to remove the invisible submit button for this use case? There seems to be some confusion. So, let me explain. The basic problem is that submit() doesn't call the onsubmit() code rendered into the form. The actual HTML form that Rails renders from this ERb looks like this: <form action=""/products/1"" method=""post"" onsubmit=""new Ajax.Updater('content', '/products/1', {asynchronous:true, evalScripts:true, method:'get', parameters:Form.serialize(this)}); return false;""> <div style=""margin:0;padding:0""> <input name=""authenticity_token"" type=""hidden"" value=""4eacf78eb87e9262a0b631a8a6e417e9a5957cab"" /> </div> <div id=""content""> <select id=""update"" name=""update"" onchange=""this.form.commit.click""> <option value=""1"">foo</option> <option value=""2"">bar</option> </select> <input name=""commit"" style=""display: none"" type=""submit"" value=""submit_button"" /> </div> </form> I want to axe the invisible submit button, but using a straight form.submit appears to not work. So, I need some way to call the form's onsubmit event code. Update: Orion Edwards solution would work if there wasn't a return(false); generated by Rails. I'm not sure which is worse though, sending a phantom click to an invisible submit button or calling eval on the getAttribute('onsubmit') call after removing the return call with a javascript string replacement!",5,javascript,2466332.0,"I realize this question is kind of old, but what the heck are you doing eval for? document.getElementById('formId').onsubmit(); document.getElementById('formId').submit(); or document.formName.onsubmit(); document.formName.submit(); When the DOM of a document is loaded, the events are not strings any more, they are functions. alert(typeof document.formName.onsubmit); // function So there's no reason to convert a function to a string just so you can eval it.",5.0,"Is it possible to call Javascript's onsubmit event programatically on a form? Is it possible to call Javascript's onsubmit event programatically on a form? Is it possible to call Javascript's onsubmit event programatically on a form? In Ruby on Rails, I'm attempting to update the innerHTML of a div tag using the form_remote_tag helper. This update happens whenever an associated select tag receives an onchange event. The problem is, <select onchange=""this.form.submit();""> ; doesn't work. Nor does document.forms[0].submit() . The only way to get the onsubmit code generated in the form_remote_tag to execute is to create a hidden submit button, and invoke the click method on the button from the select tag. Here's a working ERb partial example. <% form_remote_tag :url => product_path, :update => 'content', :method => 'get' do -%> <% content_tag :div, :id => 'content' do -%> <%= select_tag :update, options_for_select([[""foo"", 1], [""bar"", 2]]), :onchange => ""this.form.commit.click"" %> <%= submit_tag 'submit_button', :style => ""display: none"" %> <% end %> <% end %> What I want to do is something like this, but it doesn't work. <% form_remote_tag :url => product_path, :update => 'content', :method => 'get' do -%> <% content_tag :div, :id => 'content' do -%> # the following line does not work <%= select_tag :update, options_for_select([[""foo"", 1], [""bar"", 2]]), :onchange => ""this.form.onsubmit()"" %> <% end %> <% end %> So, is there any way to remove the invisible submit button for this use case? There seems to be some confusion. So, let me explain. The basic problem is that submit() doesn't call the onsubmit() code rendered into the form. The actual HTML form that Rails renders from this ERb looks like this: <form action=""/products/1"" method=""post"" onsubmit=""new Ajax.Updater('content', '/products/1', {asynchronous:true, evalScripts:true, method:'get', parameters:Form.serialize(this)}); return false;""> <div style=""margin:0;padding:0""> <input name=""authenticity_token"" type=""hidden"" value=""4eacf78eb87e9262a0b631a8a6e417e9a5957cab"" /> </div> <div id=""content""> <select id=""update"" name=""update"" onchange=""this.form.commit.click""> <option value=""1"">foo</option> <option value=""2"">bar</option> </select> <input name=""commit"" style=""display: none"" type=""submit"" value=""submit_button"" /> </div> </form> I want to axe the invisible submit button, but using a straight form.submit appears to not work. So, I need some way to call the form's onsubmit event code. Update: Orion Edwards solution would work if there wasn't a return(false); generated by Rails. I'm not sure which is worse though, sending a phantom click to an invisible submit button or calling eval on the getAttribute('onsubmit') call after removing the return call with a javascript string replacement!"
33960,How do you get the ethernet address using Java?,I would like to retrieve the ethernet address of the network interface that is used to access a particular website. How can this be done in Java? Solution Note that the accepted solution of getHardwareAddress is only available in Java 6. There does not seem to be a solution for Java 5 aside from executing i(f|p)confing.,23,java,33967.0,"java.net.NetworkInterface.getHardwareAddress (method added in Java 6) It has to be called on the machine you are interested in - the MAC is not transferred across network boundaries (i.e. LAN and WAN). If you want to make use of it on a website server to interrogate the clients, you'd have to run an applet that would report the result back to you. For Java 5 and older I found code parsing output of command line tools on various systems .",15.0,How do you get the ethernet address using Java? How do you get the ethernet address using Java? How do you get the ethernet address using Java? I would like to retrieve the ethernet address of the network interface that is used to access a particular website. How can this be done in Java? Solution Note that the accepted solution of getHardwareAddress is only available in Java 6. There does not seem to be a solution for Java 5 aside from executing i(f|p)confing.
